"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"América Latina y el Caribe","LCN","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","1345530.625","1410645.125","1452464.125","1501346.25","1551261.5","1579276.125","1603838.625","1668918.125","1727867.75","1821911.625","1871742","1913742","1983382.125","2018274.625","2093596","2125591","2331983.25","2219410.5","2296189.25","2311267.5","2396191.25","2375757","2442178.25","2500677.5","2569919","2749904.25","2806006.75","2733444.75","2812504.5","2717182","2768395.5","2861922","2910587.5","2926474","2925117.25","2944609.5","2911148","2876131.25","2898791.5","2912272.25","2923141.5","2934196.25","2956431","3016367.25","3019707.25","3015981.25","3011801","3023515.25","3027715.75","3023827","3048877","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","626169.75","646097.9375","685016.75","721917.875","739318.9375","779387.5","828976","873660.9375","943858.6875","992913.6875","993955.9375","1015063.625","1040209.125","1091057.25","1158321","1175250.625","1217458","1223550.75","1258792.625","1276058.75","1291665.875","1351693.75","1397789","1442419.375","1466731.625","1537900.25","1598897","1663242.75","1725004.375","1805013.75","1855105.125","1931580.875","2026240.125","2136869.25","2279945","2385169.5","2539036.5","2683749","2838361.25","2948814.75","3116729","3303344.25","3479639","3619829.75","3772193.25","3909673.5","4090501.25","4252903.5","4400100","4503251","4627710","",
"Países de ingreso bajo","LIC","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","421637.53125","426177.71875","436156.34375","457933.03125","476773.09375","503927.09375","533648.25","563353.3125","588996.4375","611853.5625","634690.0625","658520.0625","663833.5625","686355.125","707601.5625","718716.75","746741.75","755012.75","768253.0625","784312.1875","788210.0625","832023.3125","858100.375","885854","897026","950982.25","973221.0625","1010259.625","1053146.25","1093999.375","1118193.875","1181353.75","1251996.25","1295785.25","1398280.125","1472916.75","1579229.875","1651226.625","1775397.5","1866221.5","1956902.125","2018978.25","2137618.5","2198490.5","2347708.5","2427420.5","2548119.25","2659229.75","2801117","2899336","2999169.25","",
"Liechtenstein","LIE","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","242","260","260","268","315","332","328","337","257","266","261","247.10823059082","252","260","257","257","263","","",
"Sri Lanka","LKA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","48096","50665","60835","","","","","","","","","","","","","","69965","70008","70108","70537","66339","","","","","67265","69570","71201","70236","73471","68657","68114","69436","69948","71957","72114","71721","74415","75143","76803","76426","76173","78389","78641","77927","",
"Países de ingreso mediano bajo","LMC","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","3519937.75","3620538.5","3743549","3851854.5","3969522.5","4138933.25","4247828.5","4355681","4505043","4678545","4873305.5","5090917.5","5364482","5782519.5","6057917","6221624.5","6397848.5","6428670.5","6655080","7033710","7031148","7212022","7385413","7643116.5","7822663.5","7913767.5","8042178.5","8225277","8331201.5","8465429","8565143","8639507","8779746","9211738","9395809","9549160","9724746","9906181","9956299","10268124","10620003","11091680","11256919","12295283","12363864","12601298","13043297","12728833","12456089","12830169","13110715","",
"Ingreso mediano y bajo","LMY","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","9776431","10072117","10740911","11239524","11709989","12193768","12641990","12917093","13107302","13434762","13914406","14362557","14831847","15270124","15587961","15759648","16180040","16188125","16546458","17118508","17284682","17525678","17767558","18117270","18390456","18801340","19058190","19234450","19500498","19588554","19866506","20021964","19978026","20749586","21346314","21585444","21755952","22116196","22315146","22702176","23157938","23638550","23911140","25031430","25304282","25670090","26283012","26197946","26307206","27033194","27674174","",
"Lesotho","LSO","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","3964","3877","3936","3951","4139","4226","4233","4304","4421","4782","5097","5350","5295","5670","5648","5663","5773","5880","6210","6275","6448","6685","7051","7292","7433","7923","7898","8089","","8225","8578","8762","8908","9294","9993","10154","10418","10778","11301","11536","11508","11378","11200","11324","11167","10930","10687","11167","","","","",
"avanzada del dividendo demográfico","LTE","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","5696012","5844429","6331509","6645487","6932957.5","7193636.5","7464386","7580164.5","7589300","7638276.5","7873294","8016457.5","8179877.5","8151345.5","8155389","8143364.5","8345132","8266925.5","8371802","8464573","8624567","8635203","8695050","8752019","8825041","9068540","9150752","9121874","9271487","9188135","9275581","9258319","8914872","9174101","9539719","9500676","9330352","9374240","9398501","9391421","9356223","9308424","9314240","9334390","9398629","9420147","9477888","9593093","9870353","10069646","10296126","",
"Lituania","LTU","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","6800","","","","","6800","","","9400","10378","11319","12158","12500","12881","13444","13697","14095","14401","13285","13265","13265","12104","11800","11561","11237","11024","10843","10441","10111","9531","9312","8961","8642","8441","8401","8330","8425","8501","8507","","",
"Luxemburgo","LUX","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","1597","1750","1723","1757","1857","1484","1521","","1437","1449","1795","1765","1734","1685","1660","","1745","1768","1762","1790","1770","1764","","","","","","","","","","2834","2893","2966","3002","3091","3191","3218","2992","","3786","3903","4228","4330","4338","4247","4411","","4718","4916","","",
"Letonia","LVA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","7102","7142","7142","7283","7507","7788","8236","8592","9181","9309","9475","9468","9889","9329","10056","10357","10883","9489","9191","8935","8379","7942","7544","7124","6915","6699","10989","10541","10934","9566","9959","10296","10221","10338","10537","10619","10532","10622","10563","","",
"Región Administrativa Especial de Macao, China","MAC","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","886","812","","676","610","753","1196","829","801","","","","","","","","","","","","","","","","","","","","1505","1578","1613","1616","1615","1632","1609","1617","1618","1671","1585","1577","1602","1606","1622","1669","1722","1908","2105","2235","2402","2540","",
"Isla de San Martín (parte francesa)","MAF","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","34277","34882","36446","37585","38486","","","","","54361","56908","63675","67682","71731","82874","81867","82438","83787","84411","86588","91680","95206","98734","102452","106393","109817","114406","117481","123021","127582","136558","142335","145553","147730","148438","146298","143846","146187","144722","150367","151477","155481","154754","157019","156072","154252","150198","161288","171812","166728","",
"Mónaco","MCO","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","71","","","","","","","","","","","","","","","","","","","","","","","106","102","","","90","","89","","","","","","","","","","","","","","155","146","193","193","170","176","182",
"República de Moldova","MDA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","8003","","","","","9500","","","11105","12070","13024","13415","13295","13230","13322","14209","14097","","12367","12080","11648","11654","11087","10493","10259","10033","9876","9566","9231","9160","9037","8747","8468","8235","7936","7913","7880","7819","7771","7744","",
"Madagascar","MDG","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","14424","15553","16579","16351","18688","20134","23937","27371","31601","34467","39474","42197","43898","43157","42462","","","37439","37894","37932","38933","39637","38743","37676","39713","44145","","40591","42678","46051","49413","50700","55309","64270","67137","76831","78743","85257","90265","105673","99551","102229","112734","110528","115640","116577","120351","122097","126649","","",
"Maldivas","MDV","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2805","3051","3246","3155","3411","3644","2786","2882","3336","3463","3551","3524","3602","3275","3405","3411","3292","4075","4252","4460","4582","5084","","",
"Oriente Medio y Norte de África","MEA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","508666.21875","525306.4375","547916.0625","563854.5625","605308.75","641944.4375","695144.125","742630.0625","752473.75","774051.6875","837154.625","869186.9375","931749.75","1079992.375","1136658.875","1196727","1245873.875","1249157.5","1291406.375","1477199.25","1407352.875","1479383.875","1512293.125","1579706.125","1618582.5","1651162.75","1677900.875","1750459.25","1773304.125","1808710.875","1851570","1903541","1934911.5","1932704.875","1959823.5","2006063.375","2029576.25","2047730.75","2086207.875","2073044.5","2086038.5","2162799","2309569.5","2388185.75","2412006.25","2407130.75","2393334.75","2382383","2419941","2498018","2533049","",
"México","MEX","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","201453","208257","","243735","242029","255939","274717","286156","","","375220","400417","415425","428029","437408","449760","456919","463115","468044","466532","471625","479616","486686","496472","507669","516051","524927","531389","539853","543694","548215","552409","557278","519161","519112","521183","522733","524517","528555","529599","531256","533866","575337","573238","574276","574210","573284","571520","572104","","",
"Islas Marshall","MHL","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550","","","517","","","","","","","","","","","","","","","","","","","",
" Ingreso mediano","MIC","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","9354794","9645939","10304755","10781591","11233216","11689841","12108342","12353740","12518305","12822909","13279716","13704037","14168014","14583769","14880360","15040931","15433299","15433112","15778205","16334197","16496472","16693654","16909458","17231416","17493430","17850358","18084968","18224192","18447350","18494556","18748312","18840610","18726030","19453800","19948032","20112526","20176722","20464970","20539750","20835954","21201036","21619572","21773522","22832940","22956574","23242670","23734894","23538716","23506088","24133860","24675006","",
"Macedonia del Norte","MKD","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5855","5865","5884","5729","5718","5766","5681","5684","5492","5519","6661","6859","6949","6999","7081","7060","7137","7554","7357","7317","7457","","","",
"Malí","MLI","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","5086","5305","5570","5498","5866","6213","6530","6540","6877","7054","6862","7278","7932","8356","8442","8593","8560","8124","8440","8405","8156","7963","8688","8363","8274","8718","9677","10853","15447","15567","17788","21756","22577","26737","27688","30515","33230","35442","38413","40052","43629","","50095","51363","52148","60288","66418","65485","","","",
"Malta","MLT","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","1569","1492","1434","1718","","1421","1529","","","1569","1538","1588","1604","1391","1523","1534","1521","1572","1686","1601","1607","1514","1554","1579","1595","1618","1675","1691","1779","1790","1765","1716","1745","1654","1608","1611","1650","1528","","1748","1909","2058","1701.80004882813","1798.8310546875","1824.75","1932.69995117188","1993.61499023438","","2102.0400390625","","",
"Myanmar","MMR","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","68156","71136","71136","","65079","66251","67093","76253","80343","82543","80343","78265","82799","89539","87631","87482","86171","97763","96139","107867","111470","115793","118684","119725","119942","","","","154686","148254","148231","146747","149001","154151","160110","166195","172209","177331","179268","181666","","","","187828","","241433","233815","217561","","","",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","446332.84375","460802.59375","480290.1875","492858.5","530628.4375","562695","609464.75","651027.8125","655867","672672.3125","728595","752570.125","809204.9375","950181.4375","999380.125","1051297.125","1092732.625","1087564.875","1122871.75","1293645.75","1212767.875","1272532.625","1288401.25","1336460.5","1360043.125","1378603.125","1394439.25","1459941.125","1473523.25","1499606.125","1531204.375","1567402.375","1584270.75","1569950.875","1583666.375","1613015.75","1626540.5","1636729.5","1654352.75","1648557.75","1645234.125","1708755.375","1836014.625","1876483.375","1894522.875","1911287.25","1925220","1927979","1993823.875","2072478","2092628.625","",
"Montenegro","MNE","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","4800","4921","","","4144","","","","","4482","4496","","4700","","","5064","5045","5140","5409","5550","5917","6230","6165","6299","6704","7088","7587","7730","7750","7778","7755","7591","7757","7172","7338","7562","7572","7694","8320","9060","9059","8916","8895","8795","8901","9241","9564","10238","10736","","",
"Mariana","MNP","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","7220","7493","8345","","","","15000","16142","16308","","17030","18751","20769","21903","20286","20756","20884","21410","21031","23107","22236","22474","22396","22544","24575","","","34114","37440","39754","42914","44960","","54721","59434","61932","70389","76558","82753","90236","94798","97717","101372","104051","107976","112730","117065","118743","121488","124777","",
"Mauritania","MRT","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","1331","1585","","","1352","1439","1668","1765","1857","1865","2183","2335","2401","2629","2738","2785","3023","3166","3254","3497","3741","4039","4276","4686","5224","5659","6225","7064","7366","7909","8636","9604","9606","10652","11001","11252","11379","12724","13131","14303","13640","13795","16082","17227","17669","16536","16964","19116","16630","","",
"Mauricio","MUS","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","4731","4815","4952","5278","5568","5791","5848","6088","6352","6567","6379","6638","6623","6572","6465","6450","6371","6504","6404","6324","6507","6369","6272","5931","5483","5137","5215","5200","5065","5107","5178","5379","5256","5620","5741","5531","5598","5548","5495","5454","5472","5701","5427","5512","5629","5400","5468","5184","5534","5639","","5903",
"Malawi","MWI","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40836","","","","","","","","37675","40787","40284","43110","46852","49775","57148","56336","60488","","","75697","83431","","",
"Malasia","MYS","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","54366","","","","","59343","","61267","63636","64270","73664","77100","79796","81664","83760","91424","","102356","109563","112204","120505","126139","130482","134579","139343","140430","147128","","132443","142996","154720","154233","159041","174504","180682","189521","205513","214984","223335","245871","256615","262707","270069","274348","278496","269757","267060","264648","258596","250694","255394","",
"América del Norte","NAC","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","1581105.625","1557599","1546529","1560321","1560644.5","1575589.875","1593038.75","1608138.5","1597394.25","1591751.375","1578064.625","1594786.375","1622240","1648770.125","1678034.25","1709507.75","1759005.625","1805544.5","1820200.125","1817647.75","1842162.125","1865935.875","1864545.5","1894173","1905342.875","1929574.625","1898889.25","1885898.625","1874257.25","1846633.625","1816620.375","1817690.875","1847103.375","1879745.875","1905605","1871363.625","1835362.75","1851697.875","",
"Namibia","NAM","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10912","","","12381","12902","13026","13124","12062","12327","12579","12970","12926","12191","13113","12800","13675","13854","13516","13652","","","","","","","","19557","","","",
"Nueva Caledonia","NCL","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","940","1087","1040","1117","1149","1231","1275","1265","1322","1318","","1288","1305","1226","1175","1131","1153","1143","1128","1155","1147","1096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Níger","NER","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","2275","2524","2517","2736","2974","3617","4019","4298","4567","5358","5518","5608","6005","6327","7052","7383","7690","","8019","8462","8835","8835","10027","","10820","11285","11376","11545","12901","14249","15668","18441","20553","22429","24362","28163","31131","34117","40021","44710","48976","52913","59653","63688","66750","72021","76185","68975","67285","","",
"Nigeria","NGA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","103152","116640","130434","136142","","","144351","177221","251362","291457","301427","343551","369636","386826","383989","359701","308072","292821","308182","344221","331915","353600","384212","428097","435210","423059","416745","","","432096","446405","488164","491751","590655","597532","599172","565646","466784","","","574078","","","","","","","","913579","","","",
"Nicaragua","NIC","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","7645","8053","8139","7914","8494","8817","9486","9759","9986","11894","13318","","14105","15329","15534","16872","17199","18137","17783","18746","19022","18646","18901","19913","20626","20116","21020","21807","21061","24144","23510","23643","26226","26899","26899","28163","29039","31188","32349","","30571","","","","","","","","","","","",
"Países Bajos","NLD","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","49243","50141","50182","50988","52503","52700","52718","53720","55362","56730","57536","55874","60434","57293","56371","66388","64429","64130","62784","62319","63022","63100","64700","63872","","","","","","","","","","","","","","","","","111752","111039","107656","104815.46875","103930.1171875","101643.1015625","100110.171875","100658.0234375","101033.7421875","","",
"Noruega","NOR","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","19713","21489","22303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47444","48123.6015625","48583.28125","48644.48046875","51737.12109375","52720.3984375","51481.44140625","","",
"Nepal","NPL","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","17988","","20467","20084","17526","18874","20775","23395","24652","26384","27805","29134","32259","38131","46484","51266","53405","55207","57204","63945","71213","74495","77948","79590","81544","82645","89378","91464","","91878","99382","97879","96659","110173","112360","101483","","112827","116846","143574","153536","167216","173714","178534","183922","187684","190219","197797","","201075","201296","",
"Nauru","NRU","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","65","","","","","","","","","","","","","","71","","","","","","","","","","","","","71","","74","64","61","63","58","65","52","62","56","","","","","","40","","45","","","69","63","",
"Nueva Zelandia","NZL","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","19163","19499","19831","20086","","21339","21297","21273","20063","","22277","17306","","16728","","","16169","16057","16154","17729","18960","19583","","19443","","18146","19523","18654","19739","19490","20368","20363","20053","21562","21681","22083","22257","22730","23800","24053","23872","23829","","25071.830078125","25406.92578125","25787.17578125","25761.830078125","26126.47265625","26808.5703125","","",
"Miembros OCDE","OED","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","4768001.5","4779757.5","4836056.5","4898630","4896013.5","4880765","4865013","4879622.5","4877881","4901181","5064121.5","5073201.5","5109895.5","5086056.5","5073537","5072628","5099557.5","5089689","5115095.5","5146301","5186274","5219685.5","5257462","5292742","5392277.5","5401148.5","5443375","5491362.5","5506431.5","5568971.5","5634459.5","5679831.5","5682517","5690254","5697722","5740070.5","5779598.5","5836725.5","5878701.5","5872781.5","5898559","5913189.5","5885414","5860975","5879464.5","5966237","6078382.5","6127639","6146679.5","6122558","6134974","",
"Omán","OMN","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","196","445","722","1164","2008","2055","2523","2932","3464","3588","3959","4130","4649","5101","5476","6681","7716","8306","8529","8972","9551","10184","10839","11158","11586","11925","","12053","12421","12598","13394","14728","15775","","","","","","","","","","","","","","37916","28814","28044","28143","",
"Otros Estados pequeos","OSS","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","45069.81640625","46043.6875","47525.52734375","49020.15234375","50914.7265625","52973.8046875","55068.18359375","57309.44140625","60094.18359375","62372.97265625","65003.87890625","67737.5625","69565.125","72502.8671875","74054.921875","75153.9296875","76987.09375","79227.6484375","82133.4375","83690.46875","84174.0703125","87601.796875","89763.09375","92160.53125","94976.4296875","97485.859375","99593.6484375","101458.8828125","103747.4375","103984.875","107788.1171875","110007.0859375","114132.921875","118123.0546875","119139.328125","123066.5703125","125784.484375","129275.2421875","132770.8125","137550.84375","140363.46875","144645.859375","149093.765625","150977.546875","151754.90625","156762.84375","161125.953125","165713.953125","168589.1875","172905.578125","175436.875","",
"Pakistán","PAK","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","96288","105679","108035","115698","123361","130295","133295","134370","136876","140949","150004","159062","176700","177298","179000","180622","189400","196200","203449","209754","","","","","","","","","","423855","408871","413920","433461","432222","450136","427830","450027","446925","465334","463674","453164","438161","426575","417675","428281","452414","484267","520252","492753","","",
"Panamá","PAN","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","9431","10878","11814","11901","12133","12459","11943","12509","13032","13730","12361","12598","12853","12912","13255","13359","15446","15378","14980","15062","15249","","","","","","","","","15069","16187","16780","17296","","17882","17751","17831","18183","18364","18651","18746","19108","19340","19507","19404","19072","19072","19072","","","","",
"Perú","PER","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","65965","67430","69273","71294","72993","72641","73849","75491","77844","80331","84360","86893","89370","98113","101307","106600","108452","115093","122199","129793","132556","134687","135502","145396","145795","146242","151664","153951","170162","151261","150922","147432","170737","175302","177364","177060","184005","183266","184641","187894","191177","187654","181292","196036","197928","195444","195273","197603","206638","212567","210704","",
"Filipinas","PHL","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","243833","247106","250783","256906","259833","261817","252862","256370","","252338","264241","273492","272134","281456","286246","289251","292602","301530","302195","314838","317023","314722","317012","320634","323414","334822","341183","354568","360357","359798","362427","362431","371384","376988","373035","375978","390432","397468","435385","","","","","461244","477530","493084","482743","495636","514231","524646","",
"Palau","PLW","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","124","","","","","","","","","","","","","","","","","","","","","",
"Papua Nueva Guinea","PNG","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","6439","6738","7381","7438","7545","7544","8067","8568","8590","9312","","9935","10163","","11184","","12318","12294","12527","13171","13105","13417","14117","14378","15298","","","","","","15798","14390","","","","","","","","","","","","","","","35896","","","","","",
"Polonia","POL","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289113","","235763","","235950","231609","233612","238917","238741","239888","215813","214730","211238","211201","219826","229490","225581","283469","253077","","",
"previa al dividendo demográfico","PRE","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","561810.125","592766.4375","628092.9375","658816.625","713881.5","743960.375","790737","862134.875","989796.875","1104598","1153068.5","1218109.375","1267718","1316963","1343160.875","1329066.75","1316249.875","1309674.375","1340179.125","1400381.875","1381919.375","1437126.875","1481722.25","1559654.375","1566797.75","1599391.25","1623584.125","1661724.375","1683533.25","1736698.75","1812317.625","1933695.375","2035575.625","2244535.5","2335067","2434538.75","2548173.5","2598260","2719544.5","2855316.5","3005769.75","3228461.75","3243816.25","3663277.75","3837423","3907162.25","4028001.5","4170970.75","4341759.5","4398891","4463383.5","",
"Puerto Rico","PRI","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","18283","17895","18340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26058","25708","22395","19081","20457","19266","18028","16810","","14453","","","",
"Corea, República Popular Democrática de","PRK","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70298","","","","","","","","","74274","","","",
"Portugal","PRT","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","44231","48352","55046","59485","62647","63808","65124","68401","68746","67452","68188","69048","74903","73343","75456","","","72593","72140","71105","72131","76444","","","","","","61258","61908","69578","69109","65548","71519","70795","64274","66956","66106","67734","64929","59955","54222","50276","49355","50001","50982","51382","51126","","",
"Paraguay","PRY","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","13135","13872","14114","14506","16401","15398","16208","","17525","18038","18948","19748","20746","21524","22090","22764","23407","23949","24729","26317","27831","29172","32732","33061","34580","38686","41713","43812","","","","","35709","33607","33434","","","","","","","","34694","","","","","","","","","",
"Ribera Occidental y Gaza","PSE","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9753","10766","10501","13315","12022","14049","15789","11806","12752","13448","14136","14491","16042","17375","18242","18620","18759","19267","19298","19964","21621","23458","",
"Estados pequeos de las Islas del Pacfico","PSS","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","9554.0419921875","9787.552734375","10260.4677734375","10084.7314453125","10209.474609375","10436.8125","10512.9775390625","10561.51171875","10759.7998046875","10794.3193359375","10846.5380859375","10798.619140625","11061.837890625","11339.271484375","11581.5087890625","11582.173828125","12082.9697265625","12295.841796875","12450.248046875","12658.8857421875","12767.958984375","12814.236328125","12976.220703125","13125.4345703125","13403.576171875","13837.3544921875","13676.75","14019.9169921875","13986.36328125","13508.005859375","12980.451171875","13389.181640625","13527.4248046875","13656.513671875","13940.701171875","13828.9033203125","13823.3798828125","13619.787109375","13896.1181640625","13814.9287109375","14025.8251953125","14023.71875","14556.1298828125","14489.6259765625","14908.74609375","14137.2353515625","14625.525390625","15106.6103515625","15605.7333984375","16425.650390625","28375.84765625","",
"posterior al dividendo demográfico","PST","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","4168572","4183939.75","4220062","4250605.5","4239014","4227643","4187730.25","4173315.5","4161689.25","4139257.5","4262766.5","4222467","4230895","4181970","4150156.75","4126941.75","4125322.25","4098460.75","4112912.75","4134592.75","4168055","4179350.5","4182635","4205597","4286399.5","4277783","4320119","4342742","4333275.5","4385040","4468399","4512131","4530028","4551964","4575212.5","4606824.5","4637275.5","4680808","4705005","4689360","4708733.5","4733119","4683361.5","4645495","4672784.5","4745634.5","4836351.5","4897390.5","4855763.5","4830339.5","4849378","",
"Polinesia Francesa","PYF","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","771","1173","1064","1213","1149","1213","1295","","","1427","1556","1544","1361","1295","1337","","","1967","1921","1936","1976","1700","1741","1970","1974","2052","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","772","878","949","1024","1100","1252","1377","1577","1813","2037","2029","2303","2508","2798","2871","3154","3141","3732","3980","4037","4286","4598","4917","5656","5853","5864","","5679","4648","","4961","5201","5684","","6298","6639","6791","6248","7544","7374","8421","10566","10677","10478","11221","11971","12435","12649","13093","13131","",
"Rumania","ROU","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","58850","","","","","56882","56324","55213","57572","","57140","56938","57014","58195","61960","69536","71829","71078","68644","64057","60312","58978","56635","57536","57099","55821","55487","54550","54069","52272","47560","45959","50626","50857","50098","48591","48009","48935","48156","","",
"Federación de Rusia","RUS","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","215000","","","","","248000","","","304000","320000","340000","363000","385000","395000","","","","","366900","349035","335505","327581","325672","","317023","301204","292639","284789","277657","","","281503","285029","289051","296994","300639","309219","321587","","","",
